name,type,descriptor
dataset-resized/trash/trash11.jpg,0,"[[  0.   0.   5.  76. ...   0.   0.   4.   7.]
 [  0.   0.   0.   0. ...  34.  11.   0.   0.]
 [  3.   5.  37.   4. ...   1.   0.   0.   0.]
 [136.   9.   2.  10. ...   0.   0.   0.   0.]
 ...
 [ 97.  16.   0.   0. ...  29.  35.   0.   0.]
 [ 71.  11.   0.   0. ...  48.  47.   0.   0.]
 [ 12.   2.   0.   0. ...  55.   0.   0.  12.]
 [ 43.  55.  29.   0. ...   0.   1.   1.   1.]]"
dataset-resized/trash/trash12.jpg,0,"[[  7.   2.   2.   1. ...   0.   1.   2.  35.]
 [  0.  61.  81.   1. ...   0.   0.   0.  38.]
 [ 14.  72. 168.  13. ...   0.   0.   0.   0.]
 [  0.   0.   0.  19. ...   0.   0.   0.   2.]
 ...
 [ 58.   1.   0.   0. ...   0.   0.   0.  83.]
 [  3.   4.   1.   8. ...   0.   0.   0.   4.]
 [ 32.  36.  18.   5. ...   0.   0.   0.   1.]
 [  0.  23. 153.  14. ...   0.   0.   0.   0.]]"
dataset-resized/trash/trash13.jpg,0,"[[ 0.  0.  0.  3. ...  4.  2.  2.  4.]
 [ 0.  0.  0.  5. ...  0.  0.  0.  5.]
 [ 4.  0.  0.  0. ...  2.  0.  1.  4.]
 [ 0.  0.  0.  0. ...  0.  1.  2.  1.]
 ...
 [ 8. 46. 70.  0. ...  0.  0.  0.  0.]
 [ 5. 18.  4.  2. ...  0.  0.  0.  1.]
 [ 7. 13.  4.  5. ...  0.  0.  0.  1.]
 [ 1.  8. 78. 21. ...  0.  0.  0.  2.]]"
dataset-resized/trash/trash14.jpg,0,"[[  7.   8.  36.  47. ...  12.   8.  56. 113.]
 [  0.   0.   3.  20. ...   1.   4.   5.   3.]
 [  4.   3.  40.  98. ...   8.  18.  27.  26.]
 [ 11.   2.   9.  15. ...  93.  28.   0.   0.]
 ...
 [ 19.  18.   2.   1. ...   0.  37.  89.  13.]
 [  9.   1.   0.   1. ...  39.  12.  49. 112.]
 [ 81. 121.  18.   7. ...   0.   0.   0.   0.]
 [ 90. 120.   8.   0. ...   0.   0.   0.   0.]]"
dataset-resized/trash/trash15.jpg,0,"[[  0. 146. 146.  21. ...   0.   0.   0.   0.]
 [ 41.  32.   2.   2. ...   0.   0.   0.   0.]
 [ 12.   8.   0.   0. ...   0.   0.   0.   0.]
 [ 60.  43.   0.   0. ...   0.   0.   0.   3.]
 ...
 [ 43.   3.   0.   0. ...   0.   0.   2.   9.]
 [ 53.   2.   0.   2. ...   0.   0.   4.   8.]
 [ 69.  10.   0.   1. ...   0.   0.   6.   8.]
 [ 27.   2.   3.   1. ...   0.   0.  13.  13.]]"
dataset-resized/trash/trash16.jpg,0,"[[  0.   0.   5. 113. ...   2.   1.   0.   0.]
 [  5.   7.   0.   0. ...   0.   0.   0.  15.]
 [  0.   3.  99.  88. ...  34.  18.  51.  81.]
 [  4. 126.  82.   4. ...  44. 127.   0.   0.]
 ...
 [ 20.  56.   8.   0. ...   0.   0.   0.   0.]
 [  1.   8.  34.  29. ...   0.   0.   0.   0.]
 [ 69.  37.  11.   0. ...   0.   0.   0.   0.]
 [  1.  10. 100.  43. ...   0.   0.   0.   4.]]"
dataset-resized/trash/trash17.jpg,0,"[[ 22.   1.   1.   2. ...   7.   2.   0.   0.]
 [ 34.   2.   0.   0. ...  30.  10.   0.   0.]
 [ 17. 174.  41.   0. ...  19.  25.  18.   8.]
 [ 12. 145.  44.   0. ...  17.   2.   1.   1.]
 ...
 [ 71.  11.   0.   0. ...   0.   0.   0.   0.]
 [ 68.   5.   0.   0. ...   0.   0.   0.   0.]
 [ 65.   5.   0.   0. ...   0.   0.   9.  14.]
 [ 32.  71.  73.  25. ...   0.   0.   0.   0.]]"
dataset-resized/trash/trash18.jpg,0,"[[  0.   0.   0.   0. ...   6.   0.   0.   2.]
 [  0.   0.   0.  15. ...   0.   0.   0.   0.]
 [  0.   0.   5. 111. ...  74.  19.   0.   0.]
 [ 10.  28.  12.   3. ...   7.   0.   0.   0.]
 ...
 [ 34.   0.   0.   0. ...  41.   0.   0.   0.]
 [ 62.   0.   0.   0. ...  62.   1.   0.   0.]
 [ 29.  14.   0.   1. ...   1.   0.   0.   0.]
 [ 16.   4.   3.  17. ...  60.  35.   0.   0.]]"
dataset-resized/trash/trash19.jpg,0,"[[ 36. 143.  10.   0. ...   4.   1.   1.   0.]
 [  1.  38.  38.   1. ...   0.   0.   0.   3.]
 [ 46.  23.  33.  64. ...   0.   0.   0.   0.]
 [ 44.   6.  10.   7. ...   0.   0.   2.   4.]
 ...
 [  6.  10.  64. 115. ...  26.   9.   4.  14.]
 [ 29.   1.   1.  18. ...   0.   1.   2.   1.]
 [ 28.   7.   1.   1. ...   0.   0.   0.   8.]
 [  5.  23.  58.  19. ...   2.   0.   0.   0.]]"
dataset-resized/trash/trash20.jpg,0,"[[ 0.  0.  0.  7. ...  1.  0.  1.  6.]
 [ 2.  1.  3. 10. ...  0.  0.  1. 16.]
 [ 0.  0.  0.  0. ...  0.  1.  0.  0.]
 [ 0.  0.  0.  0. ...  0.  0.  1.  1.]
 ...
 [83. 42.  0.  0. ...  2.  1.  0.  4.]
 [69. 19.  0.  1. ...  0.  0.  0. 31.]
 [ 0.  0.  0.  0. ... 32. 89.  0.  0.]
 [25. 19. 28. 53. ...  0.  0.  0.  0.]]"
dataset-resized/trash/trash21.jpg,0,"[[ 35.  58.  22.   6. ...   0.   0.   0.   1.]
 [  3.  31.  35.   1. ...   0.   0.   0.   4.]
 [ 48.   7.  18.  23. ...   1.   0.   0.   0.]
 [ 88.  13.   0.   0. ...   0.   0.   0.   8.]
 ...
 [ 98.  27.   0.   0. ...   0.   1.   3.   5.]
 [103. 109.   8.   2. ...   0.   0.   1.   8.]
 [105.  47.   0.   0. ...   0.   0.   9.  10.]
 [ 74.   3.   0.   0. ...   0.   0.  15.  11.]]"
dataset-resized/trash/trash22.jpg,0,"[[  2.  28.  78.  55. ...   0.   0.   0.   0.]
 [  1.   0.   0.   0. ...   1.   1.   0.   0.]
 [ 84.  26.   5.   1. ...   2.   1.   1.   0.]
 [ 22.   5.   3.   4. ...   0.   0.   0.   1.]
 ...
 [ 26. 121.  24.   0. ...   0.   1.  14.   2.]
 [  0.   2.  61. 146. ...   0.   0.   0.   1.]
 [  0.   1.  44. 125. ...   0.   0.   0.   8.]
 [  0.  22. 126.  62. ...   1.   0.   0.   0.]]"
dataset-resized/trash/trash23.jpg,0,"[[36.  1.  1.  0. ...  0.  2.  6. 11.]
 [ 4.  2.  0.  0. ...  0.  0.  0.  1.]
 [ 1.  1.  7.  8. ...  0.  0.  0.  1.]
 [89. 21.  2.  2. ...  0.  0.  0.  4.]
 ...
 [ 0.  0. 17. 12. ...  5.  1.  0.  0.]
 [ 0.  0.  3.  5. ...  2.  1.  0.  1.]
 [12. 23. 95. 37. ...  0.  0.  0.  2.]
 [ 0.  0.  2.  8. ... 10.  5.  1.  1.]]"
dataset-resized/trash/trash24.jpg,0,"[[10.  2.  0.  0. ...  1.  1.  7.  7.]
 [ 2. 68. 80.  0. ...  0.  1.  2. 12.]
 [ 7.  0.  0.  0. ...  0.  0.  2.  6.]
 [22. 38. 75.  5. ...  1.  1.  0.  4.]
 ...
 [23. 20. 10.  1. ... 17.  0.  0.  0.]
 [22.  1.  0.  0. ... 34. 18. 15.  2.]
 [32.  0.  0.  1. ... 48. 74.  2.  0.]
 [ 1.  2.  3.  0. ... 29.  2.  0.  0.]]"
dataset-resized/trash/trash25.jpg,0,"[[ 26.  45.   9.   1. ...   1.   0.   0.   2.]
 [  0.   1.   1.   8. ...   9.  73.  36.  17.]
 [  6.  60.  38.  17. ...   0.   1.   1.   7.]
 [  3.  17.  30.  10. ...  37.  21.   0.   0.]
 ...
 [  0.   0.  16.  27. ...  24. 101.  22.  30.]
 [  9.   1.   0.   1. ...   0.   9. 128.   4.]
 [ 74.   4.   0.   0. ...   0.   0.  14.  18.]
 [  1.  18. 143.  42. ...   1.   2.   7.   9.]]"
dataset-resized/trash/trash26.jpg,0,"[[ 63.   6.   0.   0. ...   1.   0.   0.   0.]
 [ 21.  61.  18.  34. ...   0.   0.   0.  10.]
 [  0.   0.   4.  29. ...   0.   0.   8.   4.]
 [ 45.  15.   0.   8. ...   0.   0.   1.  22.]
 ...
 [  0.   1.  55.  36. ...   0.   0.   0.   0.]
 [ 32.  10.   1.  15. ...   0.   0.   0.   0.]
 [ 54.   8.   1.  18. ...   0.   0.   0.   0.]
 [  8. 129. 152.   7. ...   0.   0.   0.   0.]]"
dataset-resized/trash/trash27.jpg,0,"[[ 79. 142.   0.   0. ...   1.   3.   2.   1.]
 [ 70.  72.  16.   0. ...   0.   1.   7.  16.]
 [  6.   7.   3.   9. ...   0.   0.   2.   7.]
 [ 22.  15.   0.   0. ...   0.   0.   1.   7.]
 ...
 [126.   0.   0.   0. ...   0.   0.   0.   0.]
 [  0.  16. 150.   7. ...   1.   0.   0.   2.]
 [ 40.  10.   1.   3. ...   0.   0.   1.  16.]
 [ 22. 142. 108. 128. ...   1.   0.   0.   0.]]"
dataset-resized/trash/trash28.jpg,0,"[[ 49.   1.   0.   1. ...   0.   0.   0.   2.]
 [  1.  29. 137.   1. ...   0.   0.   0.   4.]
 [ 33.  14.   1.   2. ...   3.   2.   1.   8.]
 [104.  37.   7.   6. ...   0.   2.   3.   8.]
 ...
 [  3.  23. 130.  38. ...   0.   0.   0.   5.]
 [ 46.   9.  14.   6. ...   0.   0.   0.   0.]
 [  0.   1.  43.   5. ...   0.   0.   0.   0.]
 [  1.   2.   3.   2. ...   0.   0.   0.   2.]]"
dataset-resized/trash/trash29.jpg,0,"[[15. 21. 40.  9. ... 21.  2.  0.  0.]
 [86.  7.  0.  0. ...  1.  0.  0.  1.]
 [ 7.  0.  0.  0. ...  2.  0.  0.  0.]
 [73. 19.  0.  0. ...  0.  0.  0.  4.]
 ...
 [26.  7.  0.  0. ...  0.  0.  0.  2.]
 [23. 12.  3.  0. ...  0.  0.  0.  2.]
 [66. 24.  0.  0. ...  1.  0.  0.  0.]
 [ 7.  5.  2.  1. ...  0.  0.  0.  1.]]"
dataset-resized/trash/trash30.jpg,0,"[[  0.   5.   8.  10. ...  10.   2.   2.   2.]
 [ 19.  70.  52.  14. ...   5.   0.   0.   0.]
 [ 34.   3.   0.   1. ...   0.   0.   0.   0.]
 [  4.  46.  35.   1. ...   2.   2.   1.   2.]
 ...
 [ 10. 112.  61.  20. ...   0.   0.   0.   0.]
 [ 13.  10.  40.  41. ...   0.   0.   0.   1.]
 [  1. 146.  83.   4. ...   6.   0.   0.   0.]
 [  8.   2.   2.   4. ...   4.   0.   0.   2.]]"
dataset-resized/trash/trash31.jpg,0,"[[  2.   4.  10. 140. ...   6.   1.   2.   1.]
 [ 85. 122.   2.   2. ...   0.   0.   0.   1.]
 [  4.  25.  19.   3. ...   0.   1.   2.   1.]
 [  3.   2.  11.   5. ...   1.   0.   0.   1.]
 ...
 [  1.   0.  18.  26. ...   0.   0.   0.  69.]
 [  1.   0.   0.   3. ...   0.   0.   0.   9.]
 [ 60. 126.   1.   0. ...   0.   0.   0.   9.]
 [  3.  45.  62.  10. ...   0.   0.   0.   2.]]"
dataset-resized/trash/trash32.jpg,0,"[[  9.   1.   1.   3. ...   0.   0.   0.   1.]
 [  1.   2.   1.   4. ...   1.   0.   0.  11.]
 [130.  98.   9.   0. ...   6.   0.   0.   0.]
 [ 32. 128.   0.   0. ...   0.   0.   0.   2.]
 ...
 [ 79.   3.   0.   0. ...   2.  50.  28.   6.]
 [  2.   1.   4.  15. ...   2.   1.   1.   7.]
 [  8.  15.  17.  13. ...   0.   1.   1.   2.]
 [  0.   1.   1.   2. ...   8.  15.  17.  13.]]"
dataset-resized/trash/trash33.jpg,0,"[[ 36.  82.  33.   1. ...   0.  10.  65.  31.]
 [  1.  21.  45.  28. ...  11.   1.  10. 128.]
 [126.  14.   0.   0. ...  10.   1.   0.   0.]
 [100.  23.   5.   4. ...   1.   1.   1.   1.]
 ...
 [  6.   2.   0.   0. ... 152.  75.   1.   2.]
 [  5.   0.   0.   3. ... 112.   2.   1.   3.]
 [  8.   0.   0.   3. ...  88.   3.   1.   3.]
 [ 16.  12.   5.   6. ...  44.  35.   1.   0.]]"
dataset-resized/trash/trash34.jpg,0,"[[128. 105.   0.   0. ...   0.   0.   0.   5.]
 [  0. 141. 115.   0. ...   9.   7.   2.   5.]
 [ 15. 158.  63.   5. ...   0.   0.   4.   7.]
 [ 18.  17.  52.  23. ...   3.   4.   1.   0.]
 ...
 [ 49.  51.   0.   0. ...   0.   0.   0.   1.]
 [  1.  69.  61.   0. ...   0.   0.   0.   1.]
 [  3.  18.  42.  14. ...   0.   0.   0.   0.]
 [ 15. 134. 126.   0. ...   0.   0.   0.   0.]]"
dataset-resized/trash/trash35.jpg,0,"[[ 26.   9.   2.   3. ...   4.   4.   7.   8.]
 [  2. 124. 131.   6. ...   0.   4.  23.  25.]
 [  6.  91.  20.   5. ...  16.   3.   1.   6.]
 [ 97.  77.  17.   6. ...  27.   1.   0.   3.]
 ...
 [ 18.   0.   0.   0. ...   2.   8.   8.  47.]
 [ 72.   4.   1.   0. ...  48.  10.   3.  20.]
 [  0.   0.   0.   0. ...   1.   0.   0.  16.]
 [  1.   0.   0.   0. ...   4.  62.  50.  32.]]"
dataset-resized/trash/trash36.jpg,0,"[[128.  49.  21.  79. ...   1.   0.   2.   3.]
 [  1.   8.   6.   6. ...   1.   0.   9.  44.]
 [  0.   1.   3.  69. ...   1.   1.  17.  24.]
 [ 12.   9.   7.   1. ...   1.   0.   0.   1.]
 ...
 [  5.  27.   5.   1. ...   1.   0.   0.   0.]
 [ 19.   7.   0.   0. ...   1.   0.   0.   0.]
 [  9.  22.   6.   0. ...   0.   0.   0.   0.]
 [ 11.  44.  51.   4. ...   1.   0.   0.   0.]]"
dataset-resized/trash/trash37.jpg,0,"[[  0.   0.   2.  10. ...   0.   0.   0.   6.]
 [  1.   3.   5.  25. ...   0.   5.   3.   1.]
 [  3. 136.  45.   1. ...   0.   0.   1.   8.]
 [ 91.   5.   0.   0. ...   3.   3.   1.   0.]
 ...
 [132. 100.  12.   0. ...   1.   0.   0.   3.]
 [ 31. 122.  62.  18. ...   3.   0.   0.   1.]
 [138. 108.   1.   0. ...   0.   0.   0.   4.]
 [ 45.  38.  52.  14. ...   1.   0.   0.   1.]]"
dataset-resized/trash/trash38.jpg,0,"[[  3. 119.  42.   1. ...   0.   0.   2.   9.]
 [  4.   1.   9.  26. ...   0.   0.   0.   5.]
 [  2.   7.  31.  10. ...   5.   1.   0.   1.]
 [  1.   4.  12.  44. ...   1.   0.   0.   2.]
 ...
 [  0.   0.   0.   7. ...  27.   4.   1.   1.]
 [  0.   0.   0.  30. ...  37.   2.   1.   2.]
 [ 84.  18.   1.   5. ...   0.   1.   2.  20.]
 [ 12.  50.   5.   2. ...   0.   0.   0.   1.]]"
dataset-resized/trash/trash39.jpg,0,"[[  1.   0.   0.   0. ...   7.   9.   0.   0.]
 [  2. 148. 148.   0. ...   0.   0.   0.   0.]
 [  0.   0.   0.   0. ... 113.   3.   0.   0.]
 [  0.   0.   0.  42. ...  23.   0.   0.   7.]
 ...
 [ 10.  10.   8.  20. ...   0.   0.   1.   3.]
 [  2.   8.  13.   5. ...   1.   0.   0.   2.]
 [ 58.   8.   6.   3. ...   0.   0.   3.  28.]
 [ 23.  12.   8.  26. ...   0.   0.   2.  13.]]"
dataset-resized/trash/trash40.jpg,0,"[[ 1.  0.  0.  2. ...  0.  0.  2.  5.]
 [ 0. 45. 90.  0. ...  0.  0.  0.  5.]
 [ 8. 18.  3.  0. ...  1.  1.  0.  3.]
 [ 0.  0.  0.  1. ...  0.  0.  0.  3.]
 ...
 [ 0.  0.  0.  2. ...  0.  0.  0.  1.]
 [ 5.  3. 10.  7. ...  1.  0.  0.  1.]
 [66. 41.  1.  1. ...  0.  0.  0.  0.]
 [25. 91.  2.  0. ...  0.  0.  0.  1.]]"
dataset-resized/trash/trash41.jpg,0,"[[  0.  17.  63.   0. ...   0.   0.   0.   2.]
 [ 42.  31.   1.   1. ...   0.   0.   0.   1.]
 [  8.   0.   0.   0. ...   0.   0.   2.  28.]
 [  0.  14. 123.   1. ...   0.   0.   0.   2.]
 ...
 [  0.   0.   4.   3. ...   0.   0.   0.   8.]
 [ 74.  16.   1.   0. ...   1.   0.   0.   0.]
 [  0. 155. 114.   0. ...   0.   0.   0.   3.]
 [  2.   4.  17.  15. ...   0.   0.   0.   1.]]"
dataset-resized/trash/trash42.jpg,0,"[[ 63. 110.   1.   0. ...   0.   0.   0.  16.]
 [ 54.  57.   3.   0. ...   0.   0.   0.  29.]
 [ 86.  14.  16.  51. ...   0.   0.   2.  13.]
 [ 54. 146.   2.   0. ...   0.   0.   0.   8.]
 ...
 [  0.   0.  33.  47. ...   1.   0.   0.   0.]
 [ 10.  16.  11.   4. ...   0.   0.   0.   0.]
 [ 48.  24.   1.   0. ...   0.   0.   0.   0.]
 [ 91. 132.   1.   0. ...   0.   0.   0.   2.]]"
dataset-resized/trash/trash43.jpg,0,"[[ 23. 150.   1.   0. ...   1.   1.   2.   3.]
 [  6.   4.   1.   1. ...   0.   1.   1.   2.]
 [  0. 140.  93.   2. ...   0.   0.   0.   0.]
 [  3.   1.   1.   4. ...   0.   0.   0.   3.]
 ...
 [  8.   0.   0.   0. ...   0.   0.   0.   1.]
 [  3.  77. 156.   4. ...  26.   1.   0.   0.]
 [ 23. 155.  12.   1. ...   0.   0.   0.   0.]
 [  1. 135. 135.   1. ...   0.   0.   0.   0.]]"
dataset-resized/trash/trash44.jpg,0,"[[ 44. 183.  12.   7. ...   0.   0.   0.   1.]
 [113.  87.  69.   3. ...   0.   0.   0.  12.]
 [  7.   3.   1.   0. ...   1.   2.   3.   3.]
 [ 93.  99.  14.   0. ...   0.   0.   1.  15.]
 ...
 [  6.   6.  98. 140. ...   0.   0.   0.   0.]
 [  0.   0. 114. 142. ...   0.   0.   0.   3.]
 [  2.  34. 153. 126. ...   0.   0.   0.   1.]
 [  0.  21.  82.  45. ...   0.   0.   0.   4.]]"
dataset-resized/trash/trash45.jpg,0,"[[144. 144.  27.   0. ...   0.   0.   0.   0.]
 [  5.  11.  10.   0. ...   0.   0.   0.   0.]
 [ 22.   6.   0.   1. ...   0.   1.   2.   1.]
 [ 49.   0.   0.   0. ...   0.   0.   0.   0.]
 ...
 [ 21.   4.   5.   0. ...   0.   0.   0.   0.]
 [ 75.  82. 132.  20. ...   0.   0.   0.   0.]
 [  0.   3.  10.   4. ...   0.   0.   0.   1.]
 [  3.   3.   0.   0. ...   0.   0.   1.   2.]]"
dataset-resized/trash/trash46.jpg,0,"[[ 0.  0.  0.  2. ...  8.  0.  0.  0.]
 [ 0.  0.  0.  0. ...  2.  5.  5.  8.]
 [ 5. 28. 15. 10. ...  3.  6.  5.  0.]
 [ 0.  0.  0.  0. ...  3. 19. 11.  4.]
 ...
 [12. 14. 12.  1. ...  2.  0.  0.  1.]
 [ 0.  0.  2.  1. ...  4.  2.  0.  2.]
 [43. 34.  4.  7. ... 11.  2.  0.  0.]
 [37. 12.  0.  1. ...  3.  2.  1.  0.]]"
dataset-resized/trash/trash47.jpg,0,"[[  2. 138.  33.   0. ...   0.   0.   0.   0.]
 [ 63.   5.   0.   3. ...   0.   0.   0.   1.]
 [113.  10.   0.   0. ...   0.   0.   0.   1.]
 [  0.   0.   0.   4. ...  22.   1.   0.   0.]
 ...
 [  0.  33. 152.  86. ...   0.   0.   0.   1.]
 [  2.  14.  92.  57. ...   0.   0.   2.   9.]
 [  0.  10.  95.   2. ...   0.   0.   0.   1.]
 [  1.   2.   5.   3. ...   0.   2.   7.   6.]]"
dataset-resized/trash/trash48.jpg,0,"[[  1.   0.   8.  18. ...  27.  45.   6.   4.]
 [ 58.   4.   0.   0. ...   0.   0.   0.   1.]
 [  0.  25. 104.  37. ...   0.   0.   3.  20.]
 [  1.  42.  85.  42. ...   0.   0.   0.   9.]
 ...
 [ 94.  18.   0.   0. ...   0.   0.   0.   2.]
 [ 75.  23.   4.   0. ...   0.   0.   0.   1.]
 [ 38.  63.   5.   4. ...   2.   0.   0.   0.]
 [  0.  18.  72. 135. ...   2.   0.   0.   0.]]"
dataset-resized/trash/trash49.jpg,0,"[[ 97.  39.   1.   0. ...   0.   0.   0.   0.]
 [ 16.   4.   0.   0. ...   0.   0.   0.   0.]
 [  1.  92. 144.   1. ...   0.   0.   0.   0.]
 [ 16.   2.   0.   0. ...   0.   0.   0.   0.]
 ...
 [  4.   1.   2.   2. ...   0.   4.  12.  10.]
 [ 12.   0.   0.   0. ...   1.   5.   4.   9.]
 [ 69.  46.   0.   0. ...   0.   5.  15.   1.]
 [ 35. 149.  11.   0. ...   0.   0.   9.   9.]]"
dataset-resized/trash/trash50.jpg,0,"[[59. 20. 15. 33. ...  0.  1.  4. 93.]
 [39. 22. 23. 67. ... 10.  7.  0. 14.]
 [28. 16. 25. 36. ...  3.  2.  2. 26.]
 [ 0.  0.  4. 42. ...  6.  7. 33. 38.]
 ...
 [30. 17.  3.  1. ...  0.  7. 17. 36.]
 [ 2. 19.  7. 21. ...  3.  0.  0.  0.]
 [ 1.  0.  0.  3. ...  0.  0. 33. 17.]
 [ 9.  3.  1.  5. ...  0.  0.  0. 19.]]"
dataset-resized/trash/trash51.jpg,0,"[[  6.  13.  42.  14. ...   6.   7.   1.   1.]
 [  0.  12.  23.   3. ...   1.   2.   8.  10.]
 [  0.   3.   7.  11. ...   4.   0.   0.   0.]
 [  1.   6.   9.  48. ...   0.   0.   1.  47.]
 ...
 [  0.   2.  68.  33. ...   0.   0.   0.   0.]
 [150.  18.   1.   4. ...   0.   0.   0.   1.]
 [  2.  10.   4.   6. ...   0.   0.   0.   2.]
 [153.  31.   2.   4. ...   0.   0.   0.   1.]]"
